"","remoteness","state","value","year","measure"
"1112","Inner Regional","Queensland","8891","2023","Deaths_no."
"1113","Inner Regional","Queensland","5.2","2023","Infant mortality rate_rate"
"1114","Inner Regional","Queensland","5.6","2023","Standardised death rate_rate"
"1115","Inner Regional","Queensland","80.3","2023","Median age at death_years"
"1116","Inner Regional","Queensland","1070567","2024","Estimated Resident Population_persons"
"1117","Inner Regional","Queensland","9498","2024","Deaths_no."
"1118","Inner Regional","Queensland","5.3","2024","Infant mortality rate_rate"
"1119","Inner Regional","Queensland","5.7","2024","Standardised death rate_rate"
"1120","Inner Regional","Queensland","80.5","2024","Median age at death_years"
"1121","Outer Regional","Queensland","647865","2011","Estimated Resident Population_persons"
"1122","Outer Regional","Queensland","3939","2011","Deaths_no."
"1123","Outer Regional","Queensland","np","2011","Infant mortality rate_rate"
"1124","Outer Regional","Queensland","np","2011","Standardised death rate_rate"
"1125","Outer Regional","Queensland","np","2011","Median age at death_years"
"1126","Outer Regional","Queensland","657988","2012","Estimated Resident Population_persons"
"1127","Outer Regional","Queensland","3934","2012","Deaths_no."
"1128","Outer Regional","Queensland","np","2012","Infant mortality rate_rate"
"1129","Outer Regional","Queensland","np","2012","Standardised death rate_rate"
"1130","Outer Regional","Queensland","np","2012","Median age at death_years"
"1131","Outer Regional","Queensland","666628","2013","Estimated Resident Population_persons"
"1132","Outer Regional","Queensland","3846","2013","Deaths_no."
"1133","Outer Regional","Queensland","5.5","2013","Infant mortality rate_rate"
"1134","Outer Regional","Queensland","6.2","2013","Standardised death rate_rate"
"1135","Outer Regional","Queensland","77.3","2013","Median age at death_years"
"1136","Outer Regional","Queensland","671989","2014","Estimated Resident Population_persons"
"1137","Outer Regional","Queensland","3952","2014","Deaths_no."
"1138","Outer Regional","Queensland","4.9000000000000004","2014","Infant mortality rate_rate"
"1139","Outer Regional","Queensland","6","2014","Standardised death rate_rate"
"1140","Outer Regional","Queensland","77.099999999999994","2014","Median age at death_years"
"1141","Outer Regional","Queensland","674454","2015","Estimated Resident Population_persons"
"1142","Outer Regional","Queensland","4151","2015","Deaths_no."
"1143","Outer Regional","Queensland","5","2015","Infant mortality rate_rate"
"1144","Outer Regional","Queensland","5.9","2015","Standardised death rate_rate"
"1145","Outer Regional","Queensland","76.900000000000006","2015","Median age at death_years"
"1146","Outer Regional","Queensland","677250","2016","Estimated Resident Population_persons"
"1147","Outer Regional","Queensland","4138","2016","Deaths_no."
"1148","Outer Regional","Queensland","4.5","2016","Infant mortality rate_rate"
"1149","Outer Regional","Queensland","5.9","2016","Standardised death rate_rate"
"1150","Outer Regional","Queensland","77","2016","Median age at death_years"
"1151","Outer Regional","Queensland","681922","2017","Estimated Resident Population_persons"
"1152","Outer Regional","Queensland","4446","2017","Deaths_no."
"1153","Outer Regional","Queensland","4.5999999999999996","2017","Infant mortality rate_rate"
"1154","Outer Regional","Queensland","6","2017","Standardised death rate_rate"
"1155","Outer Regional","Queensland","77.2","2017","Median age at death_years"
"1156","Outer Regional","Queensland","685578","2018","Estimated Resident Population_persons"
"1157","Outer Regional","Queensland","4463","2018","Deaths_no."
"1158","Outer Regional","Queensland","4.5","2018","Infant mortality rate_rate"
"1159","Outer Regional","Queensland","6","2018","Standardised death rate_rate"
"1160","Outer Regional","Queensland","77.5","2018","Median age at death_years"
"1161","Outer Regional","Queensland","689119","2019","Estimated Resident Population_persons"
"1162","Outer Regional","Queensland","4615","2019","Deaths_no."
"1163","Outer Regional","Queensland","5","2019","Infant mortality rate_rate"
"1164","Outer Regional","Queensland","6","2019","Standardised death rate_rate"
"1165","Outer Regional","Queensland","77.7","2019","Median age at death_years"
"1166","Outer Regional","Queensland","694107","2020","Estimated Resident Population_persons"
"1167","Outer Regional","Queensland","4602","2020","Deaths_no."
"1168","Outer Regional","Queensland","4.8","2020","Infant mortality rate_rate"
"1169","Outer Regional","Queensland","5.9","2020","Standardised death rate_rate"
"1170","Outer Regional","Queensland","77.8","2020","Median age at death_years"
"1171","Outer Regional","Queensland","697295","2021","Estimated Resident Population_persons"
"1172","Outer Regional","Queensland","4812","2021","Deaths_no."
"1173","Outer Regional","Queensland","5.0999999999999996","2021","Infant mortality rate_rate"
"1174","Outer Regional","Queensland","5.9","2021","Standardised death rate_rate"
"1175","Outer Regional","Queensland","78","2021","Median age at death_years"
"1176","Outer Regional","Queensland","707116","2022","Estimated Resident Population_persons"
"1177","Outer Regional","Queensland","5228","2022","Deaths_no."
"1178","Outer Regional","Queensland","5.2","2022","Infant mortality rate_rate"
"1179","Outer Regional","Queensland","5.9","2022","Standardised death rate_rate"
"1180","Outer Regional","Queensland","78.3","2022","Median age at death_years"
"1181","Outer Regional","Queensland","719279","2023","Estimated Resident Population_persons"
"1182","Outer Regional","Queensland","5197","2023","Deaths_no."
"1183","Outer Regional","Queensland","4.9000000000000004","2023","Infant mortality rate_rate"
"1184","Outer Regional","Queensland","5.9","2023","Standardised death rate_rate"
"1185","Outer Regional","Queensland","78.5","2023","Median age at death_years"
"1186","Outer Regional","Queensland","730225","2024","Estimated Resident Population_persons"
"1187","Outer Regional","Queensland","5741","2024","Deaths_no."
"1188","Outer Regional","Queensland","5","2024","Infant mortality rate_rate"
"1189","Outer Regional","Queensland","6","2024","Standardised death rate_rate"
"1190","Outer Regional","Queensland","78.400000000000006","2024","Median age at death_years"
"1191","Inner and Outer Regional","Queensland","1547433","2011","Estimated Resident Population_persons"
"1192","Inner and Outer Regional","Queensland","10366","2011","Deaths_no."
"1193","Inner and Outer Regional","Queensland","np","2011","Infant mortality rate_rate"
"1194","Inner and Outer Regional","Queensland","np","2011","Standardised death rate_rate"
"1195","Inner and Outer Regional","Queensland","np","2011","Median age at death_years"
"1196","Inner and Outer Regional","Queensland","1572607","2012","Estimated Resident Population_persons"
"1197","Inner and Outer Regional","Queensland","10634","2012","Deaths_no."
"1198","Inner and Outer Regional","Queensland","np","2012","Infant mortality rate_rate"
"1199","Inner and Outer Regional","Queensland","np","2012","Standardised death rate_rate"
"1200","Inner and Outer Regional","Queensland","np","2012","Median age at death_years"
"1201","Inner and Outer Regional","Queensland","1595471","2013","Estimated Resident Population_persons"
"1202","Inner and Outer Regional","Queensland","10404","2013","Deaths_no."
"1203","Inner and Outer Regional","Queensland","5","2013","Infant mortality rate_rate"
"1204","Inner and Outer Regional","Queensland","6.1","2013","Standardised death rate_rate"
"1205","Inner and Outer Regional","Queensland","79","2013","Median age at death_years"
"1206","Inner and Outer Regional","Queensland","1610567","2014","Estimated Resident Population_persons"
"1207","Inner and Outer Regional","Queensland","10585","2014","Deaths_no."
"1208","Inner and Outer Regional","Queensland","4.8","2014","Infant mortality rate_rate"
"1209","Inner and Outer Regional","Queensland","5.9","2014","Standardised death rate_rate"
"1210","Inner and Outer Regional","Queensland","79","2014","Median age at death_years"
"1211","Inner and Outer Regional","Queensland","1618588","2015","Estimated Resident Population_persons"
"1212","Inner and Outer Regional","Queensland","11246","2015","Deaths_no."
"1213","Inner and Outer Regional","Queensland","5","2015","Infant mortality rate_rate"
"1214","Inner and Outer Regional","Queensland","5.8","2015","Standardised death rate_rate"
"1215","Inner and Outer Regional","Queensland","78.900000000000006","2015","Median age at death_years"
"1216","Inner and Outer Regional","Queensland","1626758","2016","Estimated Resident Population_persons"
"1217","Inner and Outer Regional","Queensland","11273","2016","Deaths_no."
"1218","Inner and Outer Regional","Queensland","4.7","2016","Infant mortality rate_rate"
"1219","Inner and Outer Regional","Queensland","5.8","2016","Standardised death rate_rate"
"1220","Inner and Outer Regional","Queensland","78.900000000000006","2016","Median age at death_years"
"1221","Inner and Outer Regional","Queensland","1642256","2017","Estimated Resident Population_persons"
"1222","Inner and Outer Regional","Queensland","11901","2017","Deaths_no."
"1223","Inner and Outer Regional","Queensland","4.8","2017","Infant mortality rate_rate"
"1224","Inner and Outer Regional","Queensland","5.9","2017","Standardised death rate_rate"
"1225","Inner and Outer Regional","Queensland","79","2017","Median age at death_years"
"1226","Inner and Outer Regional","Queensland","1657997","2018","Estimated Resident Population_persons"
"1227","Inner and Outer Regional","Queensland","11947","2018","Deaths_no."
"1228","Inner and Outer Regional","Queensland","4.4000000000000004","2018","Infant mortality rate_rate"
"1229","Inner and Outer Regional","Queensland","5.8","2018","Standardised death rate_rate"
"1230","Inner and Outer Regional","Queensland","79.099999999999994","2018","Median age at death_years"
"1231","Inner and Outer Regional","Queensland","1674025","2019","Estimated Resident Population_persons"
"1232","Inner and Outer Regional","Queensland","12298","2019","Deaths_no."
"1233","Inner and Outer Regional","Queensland","4.4000000000000004","2019","Infant mortality rate_rate"
"1234","Inner and Outer Regional","Queensland","5.8","2019","Standardised death rate_rate"
"1235","Inner and Outer Regional","Queensland","79.2","2019","Median age at death_years"
"1236","Inner and Outer Regional","Queensland","1690783","2020","Estimated Resident Population_persons"
"1237","Inner and Outer Regional","Queensland","12122","2020","Deaths_no."
"1238","Inner and Outer Regional","Queensland","4","2020","Infant mortality rate_rate"
"1239","Inner and Outer Regional","Queensland","5.7","2020","Standardised death rate_rate"
"1240","Inner and Outer Regional","Queensland","79.2","2020","Median age at death_years"
"1241","Inner and Outer Regional","Queensland","1706818","2021","Estimated Resident Population_persons"
"1242","Inner and Outer Regional","Queensland","12890","2021","Deaths_no."
"1243","Inner and Outer Regional","Queensland","4.4000000000000004","2021","Infant mortality rate_rate"
"1244","Inner and Outer Regional","Queensland","5.6","2021","Standardised death rate_rate"
"1245","Inner and Outer Regional","Queensland","79.400000000000006","2021","Median age at death_years"
"1246","Inner and Outer Regional","Queensland","1736745","2022","Estimated Resident Population_persons"
"1247","Inner and Outer Regional","Queensland","14219","2022","Deaths_no."
"1248","Inner and Outer Regional","Queensland","4.5999999999999996","2022","Infant mortality rate_rate"
"1249","Inner and Outer Regional","Queensland","5.6","2022","Standardised death rate_rate"
"1250","Inner and Outer Regional","Queensland","79.7","2022","Median age at death_years"
"1251","Inner and Outer Regional","Queensland","1770096","2023","Estimated Resident Population_persons"
"1252","Inner and Outer Regional","Queensland","14088","2023","Deaths_no."
"1253","Inner and Outer Regional","Queensland","5.0999999999999996","2023","Infant mortality rate_rate"
"1254","Inner and Outer Regional","Queensland","5.7","2023","Standardised death rate_rate"
